Timestamp,Sex,Age,Experience,FromLeargningToJobTime,Category,CloudUsage,FirstLanguage,CurrentLanguage,MainFramework,SourceControl,HasTesters,CI,StackoverflowPoints,GithubStars,WorkType,JobType,WorkingLanguage,MainEmployerCategory,PhysicalLocation,AverageMonthlyRevenueInGel,CountryWithMostRevenue,CurrentJobSatisfaction,AverageMonthlyWorkHours,DeservedSalaryOpinion,GPA,EducationLevel,LaptopDesktop,OperatingSystem,RAM,Memory,InformationTechProgressActions,GainNewGenerationInterest,NextSurveyQuestion
12/15/2022 15:02:39,მამრობითი,24-26,2-4 წელი,0 - 0.5 წელი,Mobile Apps Developer,AWS,C++,Kotlin,არც ერთს,Git,კი,არ უპასუხია,10-100,0-10,Full Time,Office - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,5k-6k,საქართველო,არა,160-200,10k-15k,2.5-3,ვსწავლობ/dropout - master,ლეპტოპი,Macos,16 gb,512 gb,,,
12/15/2022 15:08:53,მამრობითი,24-26,4-6 წელი,0.5 წელი - 1 წელი,Front End Developer,არ ვიყენებ,Pascal,TypeScript,React,Git,კი,Circle CI,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,ისრაელი,კი,240-300,20k-30k,2.5-3,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,16 gb,512 gb,,,
12/15/2022 15:23:11,მამრობითი,24-26,4-6 წელი,0 - 0.5 წელი,Front End Developer,არ ვიყენებ,C++,Javascript,Angular,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,ამერიკის შეერთებული შტატები,არა,არ უპასუხია,10k-15k,1-1.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,16 gb,512 gb,,,
12/15/2022 16:58:52,მამრობითი,21-23,1-2 წელი,3 წელი,Back End Developer,AZURE,Java,Java,Spring,Git,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,არ უპასუხია,საქართველო,3k-4k,საქართველო,არა,100-160,3k-4k,3.5-3.7,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,16 gb,512 gb,,,
12/15/2022 17:43:36,მამრობითი,27-29,4-6 წელი,1.5 წელი - 2 წელი,Back End Developer,AWS,C++,Java,Spring,Git,კი,Jenkins,10-100,0-10,არ ვარ დასაქმებული,Remote  - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,არა,არ უპასუხია,10k-15k,0.5-1,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,16 gb,512 gb,"ინგლისური უნდა იცოდეს ყველამ! 16 წლის ადამიანს თავისუფლად უნდა შეეძლოს ნებისმიერი სირთულის საუბრის ან ტექსტის გაგება. 
ინგლისური, ინგლისური და ინგლისური!",ფულით,არაფერს
12/15/2022 18:40:22,მამრობითი,30-34,12-15 წელი,0.5 წელი - 1 წელი,Full Stack Developer,AWS,PHP,TypeScript,React,Git,კი,Circle CI,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,სამედიცინო სფერო,ა.შ.შ,30k-50k,ამერიკის შეერთებული შტატები,კი,240-300,70k-100k,3.8-3.9,დავამთავრე -  bachelor,ლეპტოპი,Macos,32 gb,2 tb,ფასიანი სასწავლებელი ანაზღაურებადი,ფული,
12/15/2022 19:37:58,მამრობითი,27-29,4-6 წელი,3 წელი,Back End Developer,AWS,C++,C#,.NET Core,Git,არა,Jenkins,2000-5000,0-10,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,7k-10k,საქართველო,კი,0-40,10k-15k,2.5-3,დავამთავრე - master,ლეპტოპი,Windows,16 gb,256 gb,,,
12/15/2022 20:06:44,მამრობითი,30-34,9-12 წელი,1.5 წელი - 2 წელი,Back End Developer,AWS,Java,Java,Dropwizard,Git,არა,Jenkins,700-1000,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ესტონეთი,10k-15k,ამერიკის შეერთებული შტატები,კი,100-160,20k-30k,0.5-1,დავამთავრე -  bachelor,ლეპტოპი,Macos,32 gb,512 gb,,,
12/15/2022 21:57:56,მდედრობითი,30-34,4-6 წელი,4-6 წელი,Business Analyst,არ ვიყენებ,SQL,არც ერთს,არც ერთს,Git,კი,Teamcity,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,ამერიკის შეერთებული შტატები,კი,240-300,15k-20k,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Windows,32 gb,1 tb,,,
12/15/2022 22:20:43,მამრობითი,21-23,1-2 წელი,0 - 0.5 წელი,Back End Developer,GCP,C++,Python,Django,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,კი,100-160,2k-3k,3-3.5,არ უპასუხია,ლეპტოპი,Linux,20 gb,512 gb,,,
12/15/2022 22:30:37,მამრობითი,24-26,4-6 წელი,0 - 0.5 წელი,Data Scientist,AZURE,Java,Python,Pandas,Git,არა,არ ვიყენებთ,არ მაქვს account,100-500,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,10k-15k,საქართველო,კი,160-200,15k-20k,3-3.5,ვსწავლობ/dropout - master,ლეპტოპი,Linux,32 gb,1 tb,,,
12/16/2022 0:03:42,მამრობითი,21-23,1-2 წელი,0 - 0.5 წელი,Full Stack Developer,AWS,C,TypeScript,Vue,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1500-1999,საქართველო,არა,160-200,2k-3k,2.5-3,ვსწავლობ/dropout - master,ლეპტოპი,Linux,16 gb,256 gb,სწორად დაიგეგმოს პროქტები და კადრებს გადაუხადონ შესაბამისი ანაზღაურება,,
12/16/2022 3:58:17,მამრობითი,24-26,6-9 წელი,0 - 0.5 წელი,არ უპასუხია,არ ვიყენებ,PHP,TypeScript,Angular,Git,კი,Github,10-100,100-500,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,20k-30k,ამერიკის შეერთებული შტატები,კი,160-200,20k-30k,2-2.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,არ უპასუხია,64 gb,1 tb,ხალხმა მარტო ფულის გამო არ უნდა იფიქროს აქეთ წამოსვლა თორე გაივსო ბაზარი დებილებით და ერის შემარცხვენლებით. ქართული ყლეზემკიდიაობა უკვე ინდურსაც კი აჭარბებს,"ვერ დააინტერესებ თუ არ გაეგება ტექნიკის არაფერი ზოგადად, ვისაც გაეგება მოდის ადრე თუ გვიან ისედაც",წონა და სიმაღლე იკითხე :)))
12/16/2022 16:44:20,მამრობითი,30-34,9-12 წელი,1.5 წელი - 2 წელი,Full Stack Developer,LiNode,C++,C#,.Net,Git,კი,Azure DevOps,არ მაქვს account,არ უპასუხია,Both (Full time + Part Time),Hybrid (Office/Remote) - Local projects,ქართული,გემბლინგი,საქართველო,10k-15k,საქართველო,კი,200-240,არ უპასუხია,3.5-3.7,ვსწავლობ/dropout - master,Desktop კომპიუტერი,Windows,16 gb,1 tb,STEAM სწავლების მეთოდები უნდა დაინერგოს აქტიურად სკოლებში,უნდა დავანახოთ რომ მათაც შეუძლიათ წარმოსახვა რეალობად აქციონ ინფორმაციული ტექნოლოგიების წყალობით,"""გქონიათ თუ არა სურვილი თქვენი ცოდნა სხვისთვის გაგეზიარებინათ და თუ გაუკეთეთ რეალიზება"""
12/17/2022 14:53:37,მამრობითი,27-29,1-2 წელი,0 - 0.5 წელი,Mobile Apps Developer,არ ვიყენებ,C++,Swift,არც ერთს,Git,კი,Circle CI,არ მაქვს account,20-50,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,დიდი ბრიტანეთი,კი,160-200,4k-5k,3.5-3.7,ვსწავლობ/dropout - master,ლეპტოპი,Macos,16 gb,512 gb,"რეალურად დღეს მსოფლიო ძალიან დაპატარავებულია და ყველა დეველოპერი საზღვარგარეთ იწყებს მუშაობას გაცილებით უკეთესი პირობებით და ხელფასით. თუ ქართულ კომპანიებს სურთ თუნდაც დაბალ ხელფასზე დეველოპერები ჰყავდეს ნაკლებად სტრესირებული, მეგობრული გარემო და “ჩემთვის მუშაობ და ყველაფერი უნდა გააკეთო” მენტალიტეტი მოიშორონ. პლიუს შაბათ-კვირას მუშაობა არც უნდა განიხილებოდეს დამატებითი ანაზღაურების გარეშე","დავანახოთ/მივცეთ მაგალითები ინფორმაციული ტექნოლოგიებისა, რისი გაკეთებაა შესაძლებელი და რა გასაქანი ექნებათ თუ მას გაჰყვებიან",სტრესის დონე ქართველ დეველოპერებში.
12/17/2022 19:45:52,მამრობითი,18-20,0-1 წელი,0 - 0.5 წელი,Full Stack Developer,Digital Ocean,Javascript,C#,.NET Core,Git,კი,Jenkins,100-200,0-10,Full Time,Remote  - Local Projects,ქართული,გემბლინგი,საქართველო,1000-1499,საქართველო,კი,160-200,1500-2000,არ უპასუხია,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,8 gb,512 gb,"ალბათ კარგი იქნება, თუ მეტ ახალ ტექნოლოგიებს გავეცნობით და ქართულ ბაზარზე მხოლოდ 1 და 2 ენა არ იქნება დომინანტი.","ვფიქრობ, უკვე საკმარისად დაინტერესებულია","""რომ გქონოდათ 5-7 წლის სამუშაო გამოცდილება დეველოპმენტში, იმუშავებდით თუ არა ქართულ ბაზარსა და ანაზღაურებაზე და რატომ"""
12/19/2022 1:15:32,მამრობითი,21-23,0-1 წელი,0 - 0.5 წელი,Back End Developer,არ ვიყენებ,Python,Python,Django,Git,არა,არ ვიყენებთ,0-10,0-10,არ ვარ დასაქმებული,Office - Local Projects,ქართული,არასამთავრობო ორგანიზაცია,საქართველო,4k-5k,საქართველო,არა,0-40,1500-2000,არ უპასუხია,ვსწავლობ/dropout -  bachelor,Desktop კომპიუტერი,Linux,16 gb,256 gb,,,
12/19/2022 8:56:40,მამრობითი,30-34,არ მაქვს,4 წელი,Data Scientist,არ ვიყენებ,C,Python,არც ერთს,Git,არა,არ ვიყენებთ,10-100,0-10,არ ვარ დასაქმებული,არ უპასუხია,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,1500-1999,საქართველო,არა,არ უპასუხია,500-1000,3.7-3.8,დავამთავრე -  PHD,ლეპტოპი,Windows,32 gb,512 gb,გადასახადების შემცირება,"თავისთ დაინტერესდება,  ჩენ უბრალოდ ხელი არ უნდა შევუშალოთ",
12/19/2022 9:25:06,მდედრობითი,21-23,1-2 წელი,0 - 0.5 წელი,Front End Developer,AWS,Python,TypeScript,React,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,არ ვარ დასაქმებული,Remote  - International Projects,ინგლისური,არ უპასუხია,საქართველო,3k-4k,ბრიტანეთი,არ უპასუხია,100-160,4k-5k,არ უპასუხია,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,8 gb,256 gb,,,
12/19/2022 13:13:04,მდედრობითი,35-39,12-15 წელი,3 წელი,Business Analyst,არ ვიყენებ,C,C#,.NET Core,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,7k-10k,საქართველო,კი,0-40,7k-10k,3.8-3.9,დავამთავრე - master,Desktop კომპიუტერი,Windows,16 gb,256 gb,,,
12/19/2022 13:17:46,მამრობითი,30-34,12-15 წელი,1.5 წელი - 2 წელი,DevOps Engineer,Digital Ocean,PHP,Go,Next.JS,Git,კი,არ უპასუხია,არ უპასუხია,არ უპასუხია,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,5k-6k,საქართველო,კი,300-400,10k-15k,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macos,16 gb,256 gb,,,
12/19/2022 13:24:57,მამრობითი,24-26,არ მაქვს,არ ვმუშაობ,არ უპასუხია,არ ვიყენებ,C++,არ უპასუხია,არც ერთს,Git,არ უპასუხია,არ უპასუხია,0-10,0-10,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,500-1000,3.5-3.7,დავამთავრე - master,ლეპტოპი,Windows,16 gb,256 gb,,,
12/19/2022 13:26:38,მამრობითი,30-34,4-6 წელი,1.5 წელი - 2 წელი,Full Stack Developer,არ ვიყენებ,C,PHP,Laravel,Git,არა,Jenkins,10-100,0-10,Full Time,Remote  - International Projects,ინგლისური,ტურისტული ,საქართველო,3k-4k,ამერიკის შეერთებული შტატები,არა,160-200,4k-5k,3.5-3.7,დავამთავრე - master,ლეპტოპი,Macos,8 gb,120 gb,,,
12/19/2022 13:27:55,მდედრობითი,27-29,1-2 წელი,0.5 წელი - 1 წელი,QA Engineer,არ ვიყენებ,SQL,არც ერთს,არც ერთს,Git,კი,არ ვიყენებთ,არ მაქვს account,10-20,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,2k-3k,საქართველო,არა,160-200,4k-5k,3.5-3.7,დავამთავრე - master,ლეპტოპი,Linux,16 gb,512 gb,,,
12/19/2022 14:03:49,მამრობითი,30-34,9-12 წელი,0.5 წელი - 1 წელი,System Administrator,AZURE,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,კი,არ უპასუხია,არ უპასუხია,არ უპასუხია,Both (Full time + Part Time),Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,15k-20k,საქართველო,კი,0-40,20k-30k,არ უპასუხია,მხოლოდ სკოლა,Desktop კომპიუტერი,Windows,32 gb,256 gb,ხელფასები უნდა გაზარდონ მინიმუმ სამჯერ.,"მინიმუმ სამჯერ გაზრდილი ხელფასების შემთხვევაში, პლუს სკოლებშ ინფორმაციული ტექნოლოგიების სწავლების ცვლილებით.",
12/19/2022 14:45:18,მდედრობითი,30-34,2-4 წელი,0 - 0.5 წელი,Back End Developer,AWS,C++,TypeScript,NodeJS,Git,კი,Bamboo,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,ამერიკის შეერთებული შტატები,კი,0-40,3k-4k,3.5-3.7,ვსწავლობ/dropout - master,ლეპტოპი,Windows,32 gb,512 gb,,,"რაიმე კითხვა პროგრამირების სწავლის სირთულეზე. არის თუ არა სხვა პროფესიებთან შედარებით რთული ასათვისებელი, მართლა შეუძლია თუ არა ეროვნულ გამოცდებზე ჩაჭრილ აბიტურიენტებს 2 წელში პროგრამირებით დიდი ფული შოვნა - რამე მსგავსი შინაარსის..."
12/19/2022 15:04:37,მამრობითი,24-26,4-6 წელი,0 - 0.5 წელი,ML Engineer,GCP,C,Python,PyTorch,Git,კი,Jenkins,400-700,10-20,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,30k-50k,ამერიკის შეერთებული შტატები,კი,200-240,50k-70k,2-2.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Macos,32 gb,1 tb,"საჭიროა გადასახადების სისტემის მოდერნიზაცია და ინფრასტრუქტურული მოწყობა უცხოური გლობალური კომპანიების მოსაზიდად. ასევე, მნიშვნელოვანია რომ სწავლის დაწყებამდე ადამიანებმა გაარკვიონ ლექტორი/მასწავლებლების პრაქტიკული გამოცდილებისა და credentials-ის შესახებ, რადგან 90% ლექტორების ჯუნიორიც არ არის რეალურად რასაც ვხედავ.","Keep doing whatever we are doing. საკმარისად კარგად ხდება ტექ სფეროს გაპოპულარულება, არ არის საჭირო ყველა ამ სფეროში იყოს. უფრო მეტიც - ვინც ყველას ამ სფეროსკენ მოუწოდებს გადასვლას ან გაუნათლებელია, ან ბოროტი და საკუთარი საქმისათვის აკეთებს ამას. ",
12/19/2022 15:33:34,მამრობითი,30-34,6-9 წელი,0.5 წელი - 1 წელი,Back End Developer,AWS,PHP,PHP,Laravel,Git,არა,არ ვიყენებთ,10-100,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,კი,40-100,10k-15k,არ უპასუხია,მხოლოდ სკოლა,ლეპტოპი,Linux,16 gb,512 gb,,,
12/19/2022 19:08:46,მამრობითი,18-20,2-4 წელი,3 წელი,Game Developer,არ ვიყენებ,Python,TypeScript,React,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,ამერიკის შეერთებული შტატები,კი,100-160,15k-20k,3-3.5,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,1 tb,,,
12/19/2022 19:34:57,მამრობითი,24-26,2-4 წელი,0 - 0.5 წელი,Front End Developer,AWS,Javascript,Javascript,React,Git,არა,Vercel,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,სადაზღვევო სფერო,საქართველო,3k-4k,ამერიკის შეერთებული შტატები,კი,40-100,4k-5k,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Macos,4 gb,256 gb,მეტი დაფინანსება,სკოლიდანვე უნდა დავაინტერესოთ,
12/19/2022 21:18:21,მამრობითი,27-29,4-6 წელი,0.5 წელი - 1 წელი,ML Engineer,AWS,Python,Python,არც ერთს,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ესპანეთი,10k-15k,ავსტრია,კი,160-200,20k-30k,3.8-3.9,დავამთავრე -  PHD,ლეპტოპი,Linux,16 gb,2 tb,,,
12/20/2022 0:44:38,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Full Stack Developer,Digital Ocean,C++,PHP,Laravel,Git,არა,არ ვიყენებთ,100-200,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,5k-6k,გერმანია,არა,160-200,6k-7k,3.5-3.7,დავამთავრე -  bachelor,ლეპტოპი,Macos,16 gb,512 gb,,,
12/20/2022 0:53:31,მამრობითი,27-29,0-1 წელი,0 - 0.5 წელი,Back End Developer,AWS,Javascript,Javascript,NodeJS,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,არ უპასუხია,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,უკრაინა,არა,40-100,1500-2000,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Linux,16 gb,512 gb,,,
12/20/2022 13:46:21,მამრობითი,30-34,12-15 წელი,1 წელი - 18 თვე,Full Stack Developer,Digital Ocean,PHP,PHP,Laravel,Git,არა,Jenkins,0-10,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,საქართველო,კი,არ უპასუხია,15k-20k,არ უპასუხია,არ უპასუხია,ლეპტოპი,Windows,16 gb,512 gb,,,
12/20/2022 14:01:24,მამრობითი,27-29,4-6 წელი,3 წელი,Front End Developer,არ ვიყენებ,C++,Javascript,React,Git,კი,Attlasian,100-200,50-100,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,ამერიკის შეერთებული შტატები,კი,40-100,20k-30k,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Macos,16 gb,512 gb,საინტერესო და ხალხისთვის საჭირო პროექტები არის აუცილებელი,ტიკტოკზე ან ინსტაზე მეტი პროგრამირების ვიდეოები უნდა დავალაიქებინოთ :დ სკოლაში ვასწავლოთ. უკვე შემდგარმა პროგრამისტებმა ჩაატარონ ვორქშოფები ბავშვებისთვის და პავლე მგელაძე უნდა მოვაშთოთ :დ ,"1) ისურვებდით თუ არა სხვა ქვეყანაში რელოკაციას, და რომელ ქვეყანაში
2) open source პროექტში თუ ხართ ჩართული ან თუ გქონიათ გამოცდილება"
12/20/2022 14:47:15,მდედრობითი,27-29,2-4 წელი,0.5 წელი - 1 წელი,Full Stack Developer,AWS,Javascript,Javascript,React,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - International Projects,ქართული,არ უპასუხია,საქართველო,5k-6k,არ უპასუხია,კი,200-240,6k-7k,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Macos,8 gb,256 gb,,,
12/20/2022 15:49:26,მამრობითი,24-26,4-6 წელი,12-15 წელი,Mobile Apps Developer,არ ვიყენებ,Pascal,Kotlin,არც ერთს,Git,კი,Jenkins,0-10,0-10,Full Time,Office -  International Projects,ინგლისური,Communications,საქართველო,10k-15k,ისრაელი,კი,160-200,15k-20k,3.5-3.7,დავამთავრე -  bachelor,ლეპტოპი,Macos,32 gb,512 gb,,"ავუხსნათ მართლა რა არი, რას გააკეთებენ",
12/20/2022 17:53:57,მამრობითი,27-29,6-9 წელი,1.5 წელი - 2 წელი,Back End Developer,GCP,C++,Python,Django,Git,კი,Jenkins,700-1000,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,კი,100-160,15k-20k,არ უპასუხია,ვსწავლობ/dropout - master,Desktop კომპიუტერი,Linux,16 gb,512 gb,ქართულად ბავშვებისთვის კარგი კურსები,"მოტივაცია რამე ისეთი რო აი სიტყვაზე გეიმერებს რო თამაშის კეთება დავაწყებინოთ. ისეთი რამე უნდა აკეთებინო რო ხალისი ქონდეთ, რობოტები და რავი ათასი რაღაცაა",
12/20/2022 17:53:59,მამრობითი,30-34,12-15 წელი,3 წელი,Full Stack Developer,AZURE,C#,C#,.NET,Git,კი,Azure DevOps,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,ქართული და ინგლისური,გემბლინგი,საქართველო,6k-7k,საქართველო,კი,40-100,7k-10k,1-1.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,8 gb,256 gb,განათლების დონი აქევა,სკოლებში საგნების დამატებით,---
12/20/2022 18:29:42,მდედრობითი,27-29,1-2 წელი,1 წელი - 18 თვე,Back End Developer,არ ვიყენებ,Javascript,PHP,Laravel,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,არა,0-40,2k-3k,2-2.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,Linux,16 gb,256 gb,,,
12/20/2022 18:31:44,მამრობითი,21-23,1-2 წელი,1 წელი - 18 თვე,Support Specialist,არ ვიყენებ,Python,არც ერთს,Django,Git,არა,არ ვიყენებთ,50k-100k,3k-10k,Full Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,არა,200-240,2k-3k,2.5-3,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,256 gb,,,
12/20/2022 22:50:37,მამრობითი,30-34,2-4 წელი,1 წელი - 18 თვე,Front End Developer,არ ვიყენებ,Javascript,Javascript,Vue,Git,არა,არ ვიყენებთ,10-100,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,ავსტრალია,კი,160-200,15k-20k,არ უპასუხია,დავამთავრე - master,ლეპტოპი,Linux,16 gb,256 gb,,,
12/20/2022 23:13:44,მდედრობითი,27-29,4-6 წელი,0 - 0.5 წელი,QA Engineer,AWS,C#,Python,არც ერთს,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,არ უპასუხია,კი,100-160,15k-20k,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,16 gb,512 gb,,,
12/21/2022 10:51:43,მამრობითი,30-34,15-20 წელი,4-6 წელი,Full Stack Developer,AWS,Pascal,PHP,Laravel,Git,კი,Gitlab,2000-5000,0-10,Both (Full time + Part Time),Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,30k-50k,გერმანია,კი,200-240,100k+,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macos,32 gb,1 tb,"ხალხმა ტრაკი უნდა გაანძრიოს და ისწავლოს, იწვალოს, ღამეები ათენოს, გამოცდილება მიიღოს","სხვა უკეთესი გზა ბევრი არ ექნებათ მომავალში, თვითონ დაინტერესდებიან :))",სწავლას და განვითარებას საშუალოდ რამდენ დროს უთმობს დეველოპერი თვეში/კვირაში?..
12/21/2022 14:14:21,მამრობითი,24-26,6-9 წელი,1 წელი - 18 თვე,Blockchain Developer,არ ვიყენებ,Java,Solidity,არც ერთს,Git,კი,არ ვიყენებთ,400-700,50-100,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,30k-50k,შვეიცარია,კი,0-40,30k-50k,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Macos,8 gb,256 gb,,,
12/21/2022 14:23:54,მამრობითი,30-34,9-12 წელი,0 - 0.5 წელი,System Administrator,GCP,Python,არც ერთს,არც ერთს,Git,კი,Gitlab,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,5k-6k,საქართველო,მეტნაკლებად,160-200,7k-10k,2.5-3,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,32 gb,512 gb,სწავლა და განვითარება,,
12/21/2022 14:28:00,მამრობითი,30-34,15-20 წელი,0.5 წელი - 1 წელი,Business Analyst,AZURE,PHP,SQL,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,20-50,Both (Full time + Part Time),Remote  - International Projects,ქართული და ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,საქართველო,არა,400+,10k-15k,4,ვსწავლობ/dropout -  bachelor,ლეპტოპი,Windows,16 gb,256 gb,"მეტი სასწავლო ცენტრები, IT ივენთები, სოფტ/ჰარდ ვენდორების ჩართულობა, ",ხელფასით,"რა IT მიმართულებას ხედავს ხალხი უფრო მოთხოვნადს შემდეგ 10-20 წელში, ეს შექმნის საერთო სურათს რეალობასა და ხალხის მოლოდინზე. ასევე სწორი მიმართულების არჩევანში მიეხმარება მომავალ თაობას"
12/21/2022 14:37:17,მამრობითი,40-44,20-25 წელი,0.5 წელი - 1 წელი,Network Administrator,არ ვიყენებ,C#,არც ერთს,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,კი,40-100,4k-5k,0-0.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,16 gb,1 tb,განათლების / თვითგეგნების ამაღლება მომხმარებლებს (END User-ებს) შორის,,
