Timestamp,Sex,Age,Experience,FromLeargningToJobTime,Category,CloudUsage,FirstLanguage,CurrentLanguage,MainFramework,SourceControl,HasTesters,CI,StackoverflowPoints,GithubStars,WorkType,JobType,WorkingLanguage,MainEmployerCategory,PhysicalLocation,AverageMonthlyRevenueInGel,CountryWithMostRevenue,CurrentJobSatisfaction,AverageMonthlyWorkHours,DeservedSalaryOpinion,CovidSalaryInfluence,NationalSkillExamPoints,GPA,EducationLevel,LaptopDesktop,OperatingSystem,ComputerModel,RAM,Memory,InformationTechProgressActions,GainNewGenerationInterest
11/28/2021 19:34:05,მამრობითი,27-29,2-4 წელი,0-3 თვე,Business Analyst,არ ვიყენებ,SQL,SQL,არც ერთს,Git,არა,არ ვიყენებთ,100-200,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,4k-5k,საქართველო,არა,160-200,6k-7k,არ უმოქმედია,90 - 100 %,3.5-3.7,დავამთავრე - master,ლეპტოპი,Windows,Lenovo,16 gb,512 gb,"თარგეთირებული განთლება ( არ არის აუცილებელი ადამიანმა ყველაფერი იცოდეს, არამედ რაც სჭირდება მხოლოდ ის უნდა ისეავლებოდე)",მგონი ისედავ დაინტერესებულეჰი არიან
11/28/2021 19:46:40,მამრობითი,21-23,1-2 წელი,3 წელი,Full Stack Developer,Digital Ocean,Java,Java,Spring,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,1500-1999,ლატვია,კი,100-160,2k-3k,არ უმოქმედია,90 - 100 %,2-2.5,ვსწავლობ -  bachelor,ლეპტოპი,Linux,Acer,16 gb,256 gb,"უცხოურ მარკეტზე უნდა გავიდეთ, იქ უფრო მაღალი ფასებია :)",
11/28/2021 19:53:32,მამრობითი,24-26,1-2 წელი,6 თვე - 1 წელი,Front End Developer,Digital Ocean,Pascal,Javascript,React,Git,არა,Circle CI,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,კი,160-200,6k-7k,"კი, გაიზარდა",90 - 100 %,2-2.5,ვსწავლობ -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,512 gb,ბითქემფს უნდა მიყვეს რაც შეიძლება მეტი დამწყები,პოტენციალი უნდა დავანახოთ ფინანსური და რამდენად საინტერესოა მუშაობა ჩვენს სფეროში
11/28/2021 19:56:23,მამრობითი,21-23,0-1 წელი,4-6 თვე,Data Scientist,არ ვიყენებ,SQL,Python,არც ერთს,Git,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,2k-3k,საქართველო,კი,160-200,2k-3k,"კი, გაიზარდა",80-90 %,3.5-3.7,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,არ უპასუხია,16 gb,512 gb,,
11/28/2021 20:00:47,მამრობითი,18-20,1-2 წელი,4 წელი,Back End Developer,არ ვიყენებ,C++,Go,არც ერთს,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Remote  - Local Projects,ქართული,გემბლინგი,საქართველო,1500-1999,საქართველო,კი,100-160,3k-4k,არ უმოქმედია,40-50 %,1-1.5,ვსწავლობ -  bachelor,ლეპტოპი,Macos,არ უპასუხია,16 gb,512 gb,Learn Go,
11/28/2021 20:00:58,მამრობითი,24-26,1-2 წელი,18 თვე - 2 წელი,Front End Developer,არ ვიყენებ,Javascript,TypeScript,Angular,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,გემბლინგი,საქართველო,2k-3k,საქართველო,არა,160-200,4k-5k,"კი, გაიზარდა",50-60 %,0.5-1,ვსწავლობ -  bachelor,Desktop კომპიუტერი,Windows,არ უპასუხია,16 gb,256 gb,,
11/28/2021 20:17:07,მამრობითი,27-29,6-9 წელი,1 წელი - 18 თვე,Full Stack Developer,AZURE,C#,C#,.NET Core,Git,კი,Azure Pipelines,10-100,10-20,Both (Full time + Part Time),Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,საქართველო,არა,0-40,10k-15k,"კი, გაიზარდა",80-90 %,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Windows,არ უპასუხია,32 gb,512 gb,განათლების რეფორმა და მეტი ყურადღება ამ სფეროს,
11/28/2021 20:21:10,მდედრობითი,24-26,2-4 წელი,4 წელი,Front End Developer,არ ვიყენებ,C++,TypeScript,Angular,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,4k-5k,საქართველო,კი,160-200,5k-6k,არ უმოქმედია,80-90 %,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Windows,Asus,32 gb,512 gb,კარგი კადრების მეტად დაფასება და შესაბამისი ანაზღაურება,"სკოლაში ვასწავლოთ საგნად, ოღონდ არა იმ ფორმით როგორც ეს დღეს კეთდება."
11/28/2021 20:21:18,მამრობითი,30-34,4-6 წელი,6 თვე - 1 წელი,Data Scientist,AWS,C#,Python,Django,არ ვიყენებთ,არა,Circle CI,10-100,0-10,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,5k-6k,გერმანია,კი,160-200,10k-15k,"კი, გაიზარდა",90 - 100 %,4,ვსწავლობ - PHD,ლეპტოპი,Linux,არ უპასუხია,16 gb,120 gb,,
11/28/2021 20:30:06,მამრობითი,21-23,2-4 წელი,6 თვე - 1 წელი,Data Scientist,არ ვიყენებ,C,Python,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,0-10,Part Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საფრანგეთი,1500-1999,საქართველო,კი,0-40,5k-6k,არ უმოქმედია,80-90 %,3-3.5,ვსწავლობ - master,ლეპტოპი,Windows,Dell Inspiron,8 gb,256 gb,რაც შეიძლება მეტი გამოცდილება უნდა გაუზიაროს უკვე გამოცდილმა დეველოპერმა.(აუცილებელია მენტორული როლის გაზრდა),დავანახოთ მათ თუ რისი გაკეთება არის შესაძლებელი და მივცეთ საშუალება პატარა საქმე გავაკეთებინოთ რათა მოტივაცია მიეცეთ და ინტერესი გაუჩნდეთ.
11/28/2021 20:34:04,მამრობითი,24-26,2-4 წელი,6 თვე - 1 წელი,Back End Developer,AZURE,C#,C#,.NET Core,Git,არა,Teamcity,200-400,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,კი,100-160,7k-10k,არ უმოქმედია,80-90 %,4,დავამთავრე - master,ლეპტოპი,Windows,Dell XPS,16 gb,512 gb,,
11/28/2021 20:59:11,მამრობითი,24-26,1-2 წელი,6 თვე - 1 წელი,Mobile Apps Developer,არ ვიყენებ,Kotlin,Kotlin,არც ერთს,Git,კი,Jenkins,10-100,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,კი,300-400,7k-10k,არ უმოქმედია,40-50 %,2-2.5,ვსწავლობ - master,ლეპტოპი,Windows,არ უპასუხია,16 gb,512 gb,მეტი bitcamp,ინფორმაციის გავრცელებით და სამომავლო პერსპექტივის დანახვით
11/28/2021 21:16:03,მამრობითი,21-23,2-4 წელი,6 თვე - 1 წელი,არ უპასუხია,არ ვიყენებ,C++,C#,.NET Core,Git,კი,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - Local Projects,ქართული,სადაზღვევო სფერო,საქართველო,3k-4k,საქართველო,არა,160-200,5k-6k,"კი, გაიზარდა",90 - 100 %,1-1.5,ვსწავლობ -  bachelor,ლეპტოპი,Windows,HP,8 gb,256 gb,გაიზარდოს ანაზღაურება,ხშირად მოეწყოს კოდინგ ჩელენჯები და ჰაკათონები
11/28/2021 21:20:18,მამრობითი,27-29,4-6 წელი,1 წელი - 18 თვე,Front End Developer,არ ვიყენებ,C++,Javascript,Vue,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,7k-10k,საქართველო,კი,100-160,10k-15k,"კი, გაიზარდა",80-90 %,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Windows,Lenovo ThinkPad,16 gb,512 gb,,
11/28/2021 21:21:58,მამრობითი,24-26,4-6 წელი,1 წელი - 18 თვე,Back End Developer,AZURE,C++,C#,.NET Core,Git,კი,Jenkins,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,საგანმანათლებლო,საქართველო,30k-50k,ინგლისი,კი,160-200,30k-50k,"კი, გაიზარდა",70-80 %,2-2.5,ვსწავლობ -  bachelor,Desktop კომპიუტერი,Windows,PC,16 gb,512 gb,შეიცვალოს განათლების მიმართ მიდგომა,სკოლის ასაკიდანვე უნდა ვასწავლოთ ტექნოლოგიების მნიშვნელობა
11/28/2021 21:23:03,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Front End Developer,AZURE,C++,TypeScript,Angular,Git,კი,Azure Pipelines,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,30k-50k,ისრაელი,კი,160-240,30k-50k,"კი, გაიზარდა",70-80 %,3.8-3.9,დავამთავრე -  bachelor,ლეპტოპი,Macos,არ უპასუხია,16 gb,512 gb,,
11/28/2021 21:27:51,მამრობითი,27-29,6-9 წელი,1 წელი - 18 თვე,Data Engineer,AZURE,SQL,Python,არც ერთს,Git,კი,Jenkins,1000-2000,0-10,Full Time,Office - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ესტონეთი,10k-15k,ესტონეთი,კი,100-160,10k-15k,არ უმოქმედია,90 - 100 %,3-3.5,დავამთავრე - master,ლეპტოპი,Macos,Macbook,16 gb,512 gb,,
11/28/2021 21:33:30,მამრობითი,30-34,0-1 წელი,არ ვმუშაობ,Data Scientist,AZURE,SQL,SQL,არც ერთს,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ მაქვს account,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,500-999,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,"კი, შემცირდა",არ უპასუხია,არ უპასუხია,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,PC I7,16 gb,512 gb,პრიჩიკები უნდა გახეთქო,მამაოებს რომ ვაქადაგებინოთ?
11/28/2021 21:33:46,მდედრობითი,21-23,1-2 წელი,4-6 თვე,Mobile Apps Developer,არ ვიყენებ,C++,Swift,UI Kit,Git,კი,Bitrise,არ მაქვს account,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,1500-1999,საქართველო,არა,160-200,4k-5k,"კი, გაიზარდა",80-90 %,3-3.5,ვსწავლობ -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,512 gb,,
11/28/2021 21:43:11,მამრობითი,27-29,9-12 წელი,18 თვე - 2 წელი,Full Stack Developer,Ninode,C++,C#,.NET Core,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,გემბლინგი,საქართველო,7k-10k,საქართველო,კი,160-200,7k-10k,არ უმოქმედია,70-80 %,3-3.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,HP Omen,16 gb,1 tb,"მეტი ადამიანის  დაინტერესება და ჩართულობა,რეალური საჭიროების და სარგებლიანობის გაცნობა მასობრივად,როგორც სკოლებში ასევე არა IT მიმართულების სტუდენტებში,ჩემი აზრით კოდის წერის უნარი ყველა სფეროს ადამიანისთვის გამოსადეგია","მეტი არატრადიციული სწაველბის მეთოდის დანერგვა,როგორც სკოლებში ისე უნივერსიტეტებში,სკოლებში არამარტო ინფორმატიკის არამედ STEAM ის სწავლება იქნება მეტად საინტერესო და მრავალმხრივი,რაც მეტი ახალგაზრდის დაინტერესებას გამოიწვევს"
11/28/2021 21:46:02,მამრობითი,27-29,2-4 წელი,1 წელი - 18 თვე,Back End Developer,არ ვიყენებ,C++,Java,Spring,Git,არა,არ ვიყენებთ,100-200,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,კი,160-240,7k-10k,არ უმოქმედია,60-70 %,0.5-1,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,არ უპასუხია,16 gb,512 gb,,
11/28/2021 21:52:36,მამრობითი,24-26,6-9 წელი,1 წელი - 18 თვე,Back End Developer,AWS,Java,Python,Laravel,Git,არა,Jenkins,200-400,0-10,Full Time,Office -  International Projects,ქართული,ფინანსები,საქართველო,7k-10k,საქართველო,არა,160-240,20k-30k,არ უმოქმედია,90 - 100 %,2.5-3,დავამთავრე -  bachelor,Desktop კომპიუტერი,Linux,Dell Inspiron,16 gb,256 gb,,
11/28/2021 22:18:41,მამრობითი,21-23,1-2 წელი,3 წელი,Full Stack Developer,AWS,Java,Java,Spring,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,5k-6k,ამერიკის შეერთებული შტატები,კი,160-200,6k-7k,"კი, გაიზარდა",80-90 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,256 gb,სკოლებში როგორც ჩვეულებრივი საგანი უნდა შევიდეს. 12 წელი პროგრამირებას რო ვასწავლით ივერია გაბრწყინდება,უნდა ვაჩვენოთ რა სიკეთეებთან არი დაკავშირებული პროგრამისტობა. ცუდი პიარი არც ახლააქვს თუმცა მეტი უკეთესი იქნება
11/28/2021 22:37:09,მამრობითი,21-23,4-6 წელი,18 თვე - 2 წელი,Front End Developer,Digital Ocean,C++,Javascript,React,Git,კი,Jenkins,1000-2000,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,ამერიკის შეერთებული შტატები,კი,300-400,7k-10k,"კი, გაიზარდა",60-70 %,3.8-3.9,დავამთავრე -  bachelor,ლეპტოპი,Linux,Asus VivoBook,8 gb,512 gb,"მეტ ადამიანს გავაცნოთ ეს სფერო და მივცეთ შესაძლებლობა სცადონ არის თუ არა ეს მათი, ასევე კერძო ბიზნესი წახალისდეს რაიმე ფორმით(არ ვარ ამ სფეროში ძლიერი) რომ ბაზარზე გაჩნდეს ახალი კომპანიები და აიწიოს კონკურენციამ. სახელმწიფო სერვისებს/მოთხოვნებს ეშველოს","ვინც წარმატებას მიაღწევს ვფიქრობ თუ თავის მხრივ გამოყოფს დროს გადახედავს მის პირველ ნაბიჯებს და რსც გაუჭირდა და შემდეგ თვეების ან წლების შემდეგ გაიგო, როგორც გაიგო ახსნები დაწეროს, ბლოგების ან პატარა კურსების სახით, დაწეროს საკუთარი კარიერული წარმატების ისტორიები. თუ ყველა 1 ასეთ საქმეს მაინც ვიზამთ, დაგროვდება ზღვა მოტივატორი ტექსტები და ზღვა ქართულენოვანი მასალა იმ პრობლემების რომელზეც თავის დროზე ტვინი ვიმტვრიეთ. ვფიქრობ დამწყებს მოტივაცია, გზის ჩვენება და საწყისი პრობლემების სოლუშენების დადება დაეხმარება მიხვდეს მისია თუ არა ეს საქმე. თუ მიხვდება, დანარჩენს თვითონ გაიკვლევს გზას"
11/28/2021 22:37:24,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Back End Developer,AZURE,C++,C#,.NET Core,Git,კი,Azure Pipelines,არ მაქვს account,0-10,Full Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,კი,100-160,4k-5k,"კი, გაიზარდა",70-80 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,Lenovo ThinkPad,8 gb,256 gb,,
11/28/2021 22:39:04,მამრობითი,30-34,12-15 წელი,4-6 თვე,Software Architect,AWS,Java,Java,Spring,Git,კი,Jenkins,700-1000,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,15k-20k,საქართველო,კი,300-400,20k-30k,"კი, გაიზარდა",80-90 %,3-3.5,დავამთავრე - master,Desktop კომპიუტერი,Windows,არ უპასუხია,32 gb,256 gb,,
11/28/2021 22:51:10,მამრობითი,24-26,1-2 წელი,6 თვე - 1 წელი,Back End Developer,GCP,Python,Python,Django,Git,კი,Jenkins,10-100,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,4k-5k,საქართველო,კი,40-100,7k-10k,"კი, გაიზარდა",80-90 %,1-1.5,დავამთავრე -  bachelor,ლეპტოპი,Linux,არ უპასუხია,16 gb,512 gb,,
11/28/2021 22:52:08,მამრობითი,30-34,9-12 წელი,6 თვე - 1 წელი,Database Developer,არ ვიყენებ,SQL,SQL,არც ერთს,Git,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,6k-7k,საქართველო,კი,160-200,6k-7k,არ უმოქმედია,80-90 %,0.5-1,დავამთავრე -  bachelor,Desktop კომპიუტერი,Windows,PC,16 gb,256 gb,1,1
11/28/2021 22:54:51,მამრობითი,24-26,2-4 წელი,3 წელი,Back End Developer,AWS,C++,C#,.NET Core,Git,კი,არ ვიყენებთ,არ უპასუხია,არ უპასუხია,Both (Full time + Part Time),Remote  - International Projects,ქართული,ფინანსები,საქართველო,10k-15k,საქართველო,კი,240-300,10k-15k,"კი, გაიზარდა",70-80 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,არ უპასუხია,16 gb,1 tb,,
11/28/2021 23:02:39,მდედრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Full Stack Developer,AZURE,C++,C#,.NET Core,Git,კი,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,საქართველო,კი,160-200,4k-5k,არ უმოქმედია,90 - 100 %,4,ვსწავლობ - master,ლეპტოპი,Windows,MSI,16 gb,512 gb,,
11/28/2021 23:13:03,მდედრობითი,27-29,0-1 წელი,0-3 თვე,Data Scientist,არ ვიყენებ,Python,არც ერთს,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ მაქვს account,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,2k-3k,ისრაელი,კი,40-100,2k-3k,"კი, გაიზარდა",90 - 100 %,2.5-3,ვსწავლობ - PHD,ლეპტოპი,Windows,HP Pavilion,16 gb,512 gb,,
11/28/2021 23:24:01,მამრობითი,27-29,9-12 წელი,4-6 თვე,Software Engineer,AWS,C,C/C++,არც ერთს,Git,კი,Travis,700-1000,50-100,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,15k-20k,კანადა,კი,100-160,20k-30k,არ უმოქმედია,70-80 %,3.7-3.8,დავამთავრე - master,Desktop კომპიუტერი,Linux,PC I7,16 gb,512 gb,შეიცვალოს განათლების სისტემა!,"ისევ და ისევ, განათლების სისტემა!"
11/28/2021 23:33:34,მამრობითი,21-23,0-1 წელი,0-3 თვე,Full Stack Developer,AWS,Javascript,TypeScript,Angular,Git,არა,Jenkins,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,2k-3k,დანია,კი,100-160,2k-3k,არ უმოქმედია,80-90 %,2-2.5,მხოლოდ სკოლა,ლეპტოპი,Linux,Dell XPS,32 gb,1 tb,სკოლის მოსწავლეები დავაინტერესოთ ,.
11/29/2021 0:05:29,მამრობითი,30-34,9-12 წელი,4 წელი,Back End Developer,AZURE,Pascal,Java,Spring,Git,კი,Jenkins,0-10,0-10,Part Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,10k-15k,ამერიკის შეერთებული შტატები,არა,40-100,არ უპასუხია,"კი, გაიზარდა",70-80 %,2-2.5,ვსწავლობ - master,Desktop კომპიუტერი,Windows,არ უპასუხია,16 gb,512 gb,,
11/29/2021 0:08:23,მამრობითი,24-26,6-9 წელი,0-3 თვე,Full Stack Developer,GCP,C++,Javascript,არც ერთს,Git,კი,Jenkins,0-10,0-10,Both (Full time + Part Time),Remote  - Local Projects,ქართული,ფინანსები,საქართველო,10k-15k,საქართველო,კი,400+,20k-30k,"კი, გაიზარდა",90 - 100 %,3.5-3.7,ვსწავლობ - PHD,ლეპტოპი,Macos,არ უპასუხია,16 gb,256 gb,,
11/29/2021 0:21:15,მამრობითი,30-34,12-15 წელი,4-6 წელი,Back End Developer,AWS,C++,Ruby,Rails,Git,კი,Circle CI,არ მაქვს account,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,50k+,ამერიკის შეერთებული შტატები,კი,240-300,100k+,"კი, გაიზარდა",არ ჩამიბარებია,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Macos,MacBook Pro,64 gb,2 tb,უფასო ინგლისურის კურსის შექმნა და პოპულარიზაცია,შემოსავლით
11/29/2021 0:44:46,მამრობითი,27-29,6-9 წელი,3 წელი,Product Manager,Digital Ocean,Java,არც ერთს,არც ერთს,Git,არა,Travis,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,არა,100-160,10k-15k,არ უმოქმედია,90 - 100 %,1-1.5,ვსწავლობ -  bachelor,ლეპტოპი,Macos,MacBook Pro,16 gb,512 gb,განათლება + ინვესტიციები,განათლება
11/29/2021 0:47:33,მამრობითი,21-23,1-2 წელი,3 წელი,Back End Developer,Digital Ocean,C++,Javascript,Node.js,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office - Local Projects,ქართული,გემბლინგი,საქართველო,1000-1499,საქართველო,კი,100-160,4k-5k,არ უმოქმედია,80-90 %,2.5-3,ვსწავლობ -  bachelor,Desktop კომპიუტერი,Windows,არ უპასუხია,16 gb,256 gb,,
11/29/2021 0:57:31,მამრობითი,24-26,2-4 წელი,4 წელი,QA Engineer,არ ვიყენებ,C++,Python,Angular,Git,კი,Jenkins,არ უპასუხია,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,გემბლინგი,საქართველო,3k-4k,საქართველო,კი,40-100,5k-6k,"კი, გაიზარდა",60-70 %,0-0.5,მხოლოდ სკოლა,Desktop კომპიუტერი,Windows,PC Ryzen,32 gb,1 tb,,
11/29/2021 0:59:38,მამრობითი,21-23,4-6 წელი,3 წელი,Full Stack Developer,Digital Ocean,C++,TypeScript,React,Git,კი,Jenkins,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,საქართველო,კი,160-200,10k-15k,"კი, გაიზარდა",80-90 %,3.9-3.99,ვსწავლობ - master,ლეპტოპი,Windows,არ უპასუხია,16 gb,512 gb,,
11/29/2021 1:12:53,მამრობითი,30-34,9-12 წელი,4 წელი,Back End Developer,AWS,C#,Java,Spring,Git,კი,Jenkins,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,7k-10k,საქართველო,კი,160-240,10k-15k,"კი, გაიზარდა",არ უპასუხია,3.5-3.7,დავამთავრე -  bachelor,ლეპტოპი,Windows,Acer,8 gb,512 gb,"გადასახადები დაწიონ. ვიცი დაწეულია რემოუტად, მაგრამ ზოგს მიადგნენ მაინც ოფშორში ვისაც აქვს. მთავრობა არ ჩაერიოს და უფრო წინ წავა ეს სფერო. 

ასევე ელექტროსადგურები უნდა აშენდეს რომ დენი იყოს, მერე დათაცენტრებსაც გააკეთებენ და დაბალ გადასახადებთან ერთად ბევრი უცხოური კომპანიას გაუჩნდება შემოსვლის სურვილი, თუმცა ოკუპაციაც საკმაოდ უკან გვხევს.",ბევრი დეველოპერი ახლა გადის საზღვარგარეთის ბაზარზე და ხელფასებიდან გამომდინარე თავისით დაინტერესდება ხალხი.
11/29/2021 1:16:23,მამრობითი,30-34,6-9 წელი,0-3 თვე,Front End Developer,Digital Ocean,Javascript,TypeScript,React,Git,კი,Jenkins,10-100,10-20,Full Time,Office - Local Projects,ქართული,არასამთავრობო ორგანიზაცია,საქართველო,10k-15k,საქართველო,კი,240-300,15k-20k,"კი, გაიზარდა",არ ჩამიბარებია,არ უპასუხია,დავამთავრე -  bachelor,ლეპტოპი,Linux,Lenovo Thinkpad,16 gb,256 gb,"უნდა შეიქმნა სახელმწიფო პროგრამა ან კოლეჯის მსგავსი სადაც იქნებიან პროფესიონალი ლექტორები და ასწავლიან სახლმწიფოს ხარჯზე. პროგრესი არის რაღაც დონეზე და ეს გამოიწვია ბევრი უცხოური კომპანიის შემოსვლამ და ხელფასის სზრდამ, მაგრამ ამაზე ბევრი ლაპარაკია საჭირო რადგან ყველამ არ იცის მედიაში უნდა კეთდებოდეს გადაცემები აიტი სფეროზე რათა ბევრი ადამიანი დაინტერესდეს და მოუნდეს სწავლა.",
11/29/2021 1:20:59,მამრობითი,35-39,12-15 წელი,0-3 თვე,System Administrator,AZURE,C++,არც ერთს,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,5k-6k,საქართველო,კი,160-200,7k-10k,"კი, შემცირდა",70-80 %,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,Windows,Dell,16 gb,256 gb,სკოლებში უნდა გაიზარდოს ინფერესი,
11/29/2021 1:43:09,მამრობითი,27-29,4-6 წელი,18 თვე - 2 წელი,Front End Developer,Digital Ocean,C++,Javascript,React,Git,კი,Circle CI,0-10,100-500,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,5k-6k,ამერიკის შეერთებული შტატები,კი,160-200,6k-7k,"კი, გაიზარდა",50-60 %,3.5-3.7,ვსწავლობ - master,ლეპტოპი,Windows,HP,16 gb,512 gb,ინტერნეტიზაცია ყველა სოფელში,უბრალოდ გავუზიაროთ წარმატების ისტორიები და ხელფასები. ასევე ვაჩვენოთ შედარება სხვა სფეროებთან გამოცდილება და ანაზღაურების ჭრილში.
11/29/2021 1:56:20,მამრობითი,21-23,4-6 წელი,4-6 თვე,Mobile Apps Developer,AWS,Java,Kotlin,არც ერთს,Git,კი,Jenkins,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ესტონეთი,15k-20k,არ უპასუხია,კი,100-160,30k-50k,არ უმოქმედია,90 - 100 %,3.5-3.7,ვსწავლობ - master,ლეპტოპი,Linux,არ უპასუხია,32 gb,512 gb,,
11/29/2021 2:49:45,მამრობითი,21-23,0-1 წელი,18 თვე - 2 წელი,Back End Developer,არ ვიყენებ,Java,Java,Spring,Git,კი,Jenkins,10-100,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,1500-1999,საქართველო,კი,0-40,1500-2000,არ უმოქმედია,90 - 100 %,3.8-3.9,ვსწავლობ - master,ლეპტოპი,Windows,არ უპასუხია,16 gb,256 gb,,
