index,Timestamp,1. სად ნახეთ ეს გამოკითხვა?,2. სქესი,3. ასაკი,4. სამუშაო გამოცდილება IT სფეროში,5. რომელ კატეგორიას მიეკუთვნებით ყველაზე მეტად?,იყენებთ თუ არა cloud-ს და რომელს?,6. რომელ პროგრამირების ენას იყენებთ ძირითადად?,7. რომელ framework-ს იყენებთ ძირითადად?,8. რას იყენებთ source control-ისთვის?,9. გყავთ თუ არა ტესტერები?,10. რას იყენებთ continuous integration-ისთვის?,11. თქვენი Stackoverflow-ს რეიტინგი,12. Max რამდენი star აქვს თქვენს ყველაზე პოპულარულ პროექტს github-ზე,13. დასაქმების ტიპი,14. სამუშაოს ტიპი,სამუშაო ენა,15. ძირითადი დამსაქმებელი ორგანიზაცის საქმიანობის სფერო ,16. ქვეყანა სადაც ფიზიკურად იმყოფებით,"ქვეყანა, საიდანაც ყველაზე მეტი შემოსავალი გაქვთ მიღებული  ბოლო ერთი წლის მანძილზე",კმაყოფილი ხართ ახლანდელი სამუშაო ადგილით?,17. საშუალოდ რამდენ საათს მუშაობთ თვეში (და არა კვირაში!) ?,"თქვენი აზრით ხელფასის რა რაოდენობა შეეფერება თქვენს ამჟამინდელ ცოდნას და გამოცდილებას (ლარებში, თვიურად)",იმოქმედა თუ არა Covid-19 პანდემიამ თქვენს შემოსავალზე?,ეროვნული გამოცდების ქულა უნარებში ,თქვენი GPA უნივერსიტეტში (თუ სწავლობთ ან დამთავრებული გაქვთ),განათლების დონე,რომელზე მუშაობთ ძირითადად?,"ვინმეს რომ ეკითხა რა კომპიუტერზე მუშაობთო, რას უპასუხებდით?",ლეპტოპის მოდელი,რამდენი აქვს ოპერატიული მეხსიერება? (RAM),რომელი მეხსიერების ტიპი აქვს კომპიუტერს?,რამდენი აქვს მეხსიერება? ,"19. ღია კითხვა -  თქვენი აზრით რა უნდა გაკეთდეს იმისთვის, რომ საქართველომ მიაღწიოს  პროგრესს ინფორმაციული ტექნოლოგიების კუთხით?    ",20. ღია კითხვა - როგორ უნდა დავაინტერესოთ მომავალი თაობა ინფორმაციული ტექნოლოგიებით,18. საშუალო თვიური შემოსავალი ხელზე ლარებში ბოლო 1 წლის მანძილზე
211,10/8/2020 20:24:37,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,24-26,4-6 წელი,Full Stack Developer,AWS,Javascript,React,Git,კი,არ ვიყენებთ,700-1000,0-10,Both (Full time + Part Time),Remote  - International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-240,5k-6k,არ უმოქმედია,60-70 %,0-0.5,ვსწავლობ -  bachelor,ლეპტოპი,Macbook ,Macbook,8 gb,SSD  (სწრაფი),256 gb,indont know,i dont know,4k-5k
212,10/9/2020 23:38:05,JavaScript Georgia,მამრობითი,21-23,1-2 წელი,Business Analyst,Digital Ocean,C#,არც ერთს,Git,კი,არ უპასუხია,0-10,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,არა,100-160,2k-3k,"კი, შემცირდა",80-90 %,1.5-2,ვსწავლობ -  bachelor,ლეპტოპი,არ უპასუხია,არ უპასუხია,8 gb,SSD  (სწრაფი),512 gb,,,1000-1499
213,10/9/2020 23:44:32,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,21-23,1-2 წელი,Back End Developer,AZURE,C#,.NET,TFS,კი,tfs,არ უპასუხია,არ უპასუხია,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,100-160,2k-3k,არ უმოქმედია,70-80 %,3-3.5,ვსწავლობ -  bachelor,ლეპტოპი,Lenovo Thinkpad,Lenovo,8 gb,SSD  (სწრაფი),256 gb,მეტი ,,1500-1999
214,10/9/2020 23:48:03,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,30-34,9-12 წელი,Back End Developer,AWS,Golang,არც ერთს,Git,არ უპასუხია,არ ვიყენებთ,არ მაქვს account,0-10,Both (Full time + Part Time),არ უპასუხია,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,240-300,15k-20k,არ უმოქმედია,80-90 %,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,HP Spectre,HP,32 gb,SSD  (სწრაფი),1 tb,დამსაქმებლებმა პერო გამოიძრონ ,მეც მაინტერესებს,7k-10k
215,10/10/2020 1:40:29,არ უპასუხია,მამრობითი,21-23,0-1 წელი,System Administrator,არ ვიყენებ,არც ერთს,არ უპასუხია,არ უპასუხია,არა,არ უპასუხია,არ მაქვს account,არ მაქვს account,Full Time,არ უპასუხია,ინგლისური,არ უპასუხია,საქართველო,საქართველო,არა,არ უპასუხია,1000-1500,"კი, შემცირდა",არ უპასუხია,არ უპასუხია,არ უპასუხია,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,8 gb,HDD (ნელი),არ უპასუხია,,,500-999
216,10/10/2020 2:18:56,Sysadmins GE,მამრობითი,27-29,4-6 წელი,Data Scientist,Google Cloud Platform,SQL,არც ერთს,CVS,კი,Jenkins,1000-2000,არ მაქვს account,Full Time,Office -  International Projects,ინგლისური,ფინანსები,ესტონეთი,ესტონეთი,კი,100-160,7k-10k,არ უმოქმედია,90 - 100 %,3-3.5,დავამთავრე - master,ლეპტოპი,Lenovo Thinkpad,Lenovo,8 gb,SSD  (სწრაფი),256 gb,სახელმწიფო სერვისები გახადოს მთლიანად ციფრული,ბავშვობიდანვე მივაჩვიოთ მარტივი კოდის წერას,7k-10k
217,10/8/2020 10:02:59,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,27-29,9-12 წელი,Full Stack Developer,AWS,TypeScript,Angular,Git,კი,Jenkins,400-700,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,ამერიკის შეერთებული შტატები,მეტ-ნაკლებად,160-200,10k-15k,არ უმოქმედია,არ უპასუხია,არ უპასუხია,არასრული master,ლეპტოპი,Macbook ,Macbook,16 gb,SSD  (სწრაფი),256 gb,აქ ცალსახა პასუხი არ მაქვს,"არამგონია ვინმეს ძალით დაინტერესება კარგი იყოს, ვინც თავისით დაინტერესდება მისთვის უნდა იყოს კარგი გარემო",15k-20k
218,10/10/2020 8:51:42,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,21-23,2-4 წელი,Front End Developer,არ ვიყენებ,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,Part Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,არა,40-100,1000-1500,"კი, შემცირდა",60-70 %,2.5-3,ვსწავლობ -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,8 gb,SSD  (სწრაფი),256 gb,,,500-999
219,10/10/2020 10:25:20,Sysadmins GE,მამრობითი,21-23,2-4 წელი,System Administrator,AWS,არც ერთს,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ უპასუხია,არ უპასუხია,Full Time,Office - Local Projects,ქართული,სადაზღვევო სფერო,საქართველო,საქართველო,კი,160-240,1500-2000,"კი, გაიზარდა",70-80 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,არ უპასუხია,არ უპასუხია,8 gb,SSD  (სწრაფი),256 gb,,,1000-1499
220,10/8/2020 19:21:06,მეგობარმა გამომიგზავნა,მამრობითი,27-29,9-12 წელი,Back End Developer,არ ვიყენებ,Javascript,არც ერთს,Git,არა,Circle CI,400-700,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,ამერიკის შეერთებული შტატები,კი,300-400,15k-20k,არ უმოქმედია,80-90 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Macbook ,Macbook,16 gb,SSD  (სწრაფი),512 gb,...,...,15k-20k
221,10/9/2020 1:57:07,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,24-26,არ მაქვს,Front End Developer,არ ვიყენებ,Javascript,React,Git,არა,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ ვარ დასაქმებული,არ უპასუხია,ქართული,არ უპასუხია,საქართველო,საქართველო,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,დავამთავრე კოლეჯი,ლეპტოპი,Macbook ,Macbook,8 gb,SSD  (სწრაფი),128 gb,,,არ უპასუხია
222,10/8/2020 1:18:36,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,30-34,12-15 წელი,Full Stack Developer,Digital Ocean,PHP,Laravel,Git,არა,არ ვიყენებთ,10-100,10-20,Part Time,Remote  - International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,დიდი ბრიტანეთი,კი,40-100,15k-20k,არ უმოქმედია,არ უპასუხია,არ უპასუხია,არასრული ბაკალავრი,არ უპასუხია,Macbook ,Macbook,16 gb,SSD  (სწრაფი),512 gb,მითაფები,სკოლაშივე უნდა იყოს უფრო ძლიერი და სახალისო ინფორმატიკის გაკვეთილები,15k-20k
223,10/10/2020 13:17:20,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,24-26,1-2 წელი,ML Engineer,არ ვიყენებ,Python,Tensorflow ,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-200,3k-4k,არ უმოქმედია,90 - 100 %,3.7-3.8,ვსწავლობ - PHD,ლეპტოპი,Acer Aspire,Acer,16 gb,"ორივე (SSD, HDD)",1 tb,"უნდა შეიქმნას კერძო კომპანიები რომლებიც უცხოურ პროექტებზე იმუშავებს და ეცდება დააკმაყოფილოს ინდუსტრიის სტანდარტები, ამავდროულად გაზარდონ ახალგაზრდები. ",დავანახოთ მაღალი ანაზღაურების შესაძლებლობა და არჩევანის თავისუფლება მსოფლიო ბაზარზე. ,3k-4k
224,10/10/2020 13:31:23,მეგობარმა გამომიგზავნა,მამრობითი,27-29,1-2 წელი,Data Scientist,არ ვიყენებ,Python,არც ერთს,Git,არა,არ ვიყენებთ,არ უპასუხია,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,40-100,2k-3k,არ უმოქმედია,80-90 %,3.5-3.7,დავამთავრე - master,ორივე,HP EliteBook,HP,16 gb,SSD  (სწრაფი),256 gb,სკოლაში უნდა ისწავლებოდეს ადრეული კლასებიდან როგორც ვები ისე software engineering ,"უბრალოდ უნდა ვანახოთ როგორ მუშაობს და რისი გაკეთება შეიძლება ინფორმაციული ტექნოლოგიებით, შემდეგ თვითონ აირჩევს და გაყვება",2k-3k
225,10/9/2020 12:56:17,Linkedin-ზე,მამრობითი,30-34,2-4 წელი,Full Stack Developer,AWS,TypeScript,React,Git,კი,Bitbucket pipelines,100-200,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,გაერთიანებული სამეფო,კი,160-200,15k-20k,არ უმოქმედია,80-90 %,არ უპასუხია,არასრული ბაკალავრი,ლეპტოპი,Macbook ,Macbook,8 gb,SSD  (სწრაფი),256 gb,,,7k-10k
226,10/10/2020 14:35:28,მეგობარმა გამომიგზავნა,მდედრობითი,21-23,1-2 წელი,ML Engineer,არ ვიყენებ,Python,არც ერთს,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,შვედეთი,მეტ-ნაკლებად,160-240,3k-4k,არ უმოქმედია,90 - 100 %,3.7-3.8,დავამთავრე -  bachelor,ლეპტოპი,Acer Aspire,Acer,12 gb,HDD (ნელი),1 tb,სკოლებში უნდა ისწავლებოდეს პროგრამირება რაღაც დონეზე მაინც,უნდა ვაჩვენოთ რამდენად პერსპექტიული სფეროა ,2k-3k
227,10/8/2020 1:30:26,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,30-34,6-9 წელი,Full Stack Developer,არ ვიყენებ,Java,Spring,Git,კი,Jenkins,400-700,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,გერმანია,კი,40-100,20k-30k,არ უმოქმედია,არ უპასუხია,3-3.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,16 gb,"ორივე (SSD, HDD)",1 TB,"მომავალი თაობა უნდა დაინტერესდეს ამ სფეროთი და ამჟამად დასაქამებულებმა კი დაანებონ გურჯისტანელ მონათმფლობელებთან მუშაობას თავი და საერთაშორისო ბაზარზე გაიტანონ თავისი ტალანტი. ამით პროფესიონალიზმის დონეც აიწევს ქვეყანაში (აქ არავინ ზრდის კადრს რადგან თვითონ თავში ავარდნილი ნერვოზიანი ქაჯია 99%), დეველოპერებიც უფრო კმაყოფილები იქნებიან და ქვეყანაც გაიწმინდება ""ქაქი"" კომპანიებისგან Full Stack + DevOps + QA + Superman კადრი 1500 ლარად რომ უნდა, თან ისეთი 3 დღიან დავალებას 1 საათში რომ ""აყომარებს"",  bug ცხოვრებაში რომ არ ჰქონია და ბიზნეს ანალიტოკოსიც, არქიტექტიც, სენიორიც და ჯუნიორიც რომ თვითონ იქნება პროექტზე.",ფულით და პრესტიჟით.,15k-20k
228,10/10/2020 15:07:18,JavaScript Georgia,მამრობითი,18-20,1-2 წელი,Back End Developer,AWS,Java,Spring,Git,არა,Jenkins,არ მაქვს account,10-20,Full Time,Office -  International Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,100-160,2k-3k,არ უმოქმედია,70-80 %,1-1.5,ვსწავლობ -  bachelor,ლეპტოპი,Asus ZenBook,Asus,16 gb,SSD  (სწრაფი),1 tb,,,2k-3k
229,10/16/2020 20:48:02,მეგობარმა გამომიგზავნა,მამრობითი,24-26,4-6 წელი,Full Stack Developer,AZURE,C#,.NET Core,Git,კი,Teamcity,200-400,100-500,Full Time,Office -  International Projects,ინგლისური,სამედიცინო სფერო,ისრაელი,ისრაელი,კი,40-100,30k-50k,არ უმოქმედია,90 - 100 %,3-3.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,32 gb,SSD  (სწრაფი),512 gb,,,20k-30k
230,10/10/2020 15:33:56,მეგობარმა გამომიგზავნა,მამრობითი,24-26,2-4 წელი,DevOps Engineer,AZURE,Java,Testng,TFS,კი,Jenkins,10-100,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,0-40,4k-5k,არ უმოქმედია,80-90 %,2-2.5,ვსწავლობ -  bachelor,ლეპტოპი,HP Probook,HP,16 gb,SSD  (სწრაფი),256 gb,"სკოლაში ისწავლებოდეს,მეტი კურსები იყოს,მეტი რეკლამა და პიარი ხელის შეწყობა ბავშვობიდანვე და შესაბამისი ანაზღაურება","უნდა დავანახოთ რას მიიღებენ ამით,უმრავლესობას გონია რო ძაან ძნელია და ნიჭი უნდა ,უმაღლესი დონის მათემატიკა და ასე შემდეგ,სკოლიდანვე ღუ დააწყებინებ მიიხვდებიან რო არ არის ეგრე და შეიძლება დაინტერესდნენ. მერი ჰაკათონები და წამახალისებელი ღონისძიებებია საჭირო",3k-4k
231,10/10/2020 16:18:34,მეგობარმა გამომიგზავნა,მამრობითი,27-29,6-9 წელი,Back End Developer,QLik,Native Qlik,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,არა,100-160,3k-4k,არ უმოქმედია,90 - 100 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Lenovo Ideapad,Lenovo,8 gb,"ორივე (SSD, HDD)",256 gb,საშუალო ანაზღაურება დაბალია სხვა ქვეყნებთან შედარებით და ვფიქრობ კარგი გამოსავალი იქნება მეტი ფრილანსერების ყოლა. ინფორმაციის გავრცელება და გამოცდილების გაზიარება დამწყებთათვის და საერთოდ დასაინტერესებლად,"სკოლიდანვე კაი იქნება წარმოდგენა ქონდეთ რა კეთდება ამ სფეროში , პრაქტიკული მხარის ჩვენება , მაგრამ პრობლემა ისიცაა ბევრს არ აქვს წვდომა ელემენტარულად ინტერნეტზე და კომპიუტერზე. მეტს უნდა მიეცე სასწავლო გარემო და თუ სწორადაც მოვახდენთ მოტივირებას , დამოუკიდებლად თითქმის ყველაფრის სწავლა შეიძლება",2k-3k
232,10/10/2020 16:25:57,მეგობარმა გამომიგზავნა,მდედრობითი,30-34,არ მაქვს,Support Specialist,არ უპასუხია,არც ერთს,არც ერთს,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,გერმანია,არ უპასუხია,40-100,2k-3k,არ უპასუხია,50-60 %,3.5-3.7,დავამთავრე -  bachelor,ორივე,Macbook Air ,Macbook,16 gb,არ უპასუხია,არ უპასუხია,,,არ უპასუხია
233,10/11/2020 21:46:44,მეგობარმა გამომიგზავნა,მამრობითი,27-29,6-9 წელი,Mobile Apps Developer,არ უპასუხია,Kotlin,არც ერთს,Git,კი,Github Actions,200-400,0-10,Full Time,Office - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,ესტონეთი,ესტონეთი,კი,0-40,10k-15k,არ უმოქმედია,80-90 %,2-2.5,დავამთავრე - master,ლეპტოპი,Macbook ,Macbook,16 gb,SSD  (სწრაფი),512 gb,ნაკლები გადასახადები,მაღალი ანაზღაურება,7k-10k
234,10/11/2020 13:19:27,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,24-26,6-9 წელი,Back End Developer,Google Cloud Platform,Python,არც ერთს,Git,არა,Travis,არ მაქვს account,არ მაქვს account,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,ნიდერლანდები,კი,300-400,20k-30k,არ უმოქმედია,80-90 %,3.8-3.9,დავამთავრე - master,ლეპტოპი,Asus ZenBook,Asus,16 gb,SSD  (სწრაფი),512 gb,,,20k-30k
235,10/10/2020 17:16:42,JavaScript Georgia,არ უპასუხია,21-23,1-2 წელი,Full Stack Developer,AWS,Javascript,არ უპასუხია,Git,კი,Circle CI,არ მაქვს account,0-10,Both (Full time + Part Time),არ უპასუხია,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,გაერთიანებული სამეფო,არა,0-40,100k+,არ უმოქმედია,არ უპასუხია,არ უპასუხია,ვსწავლობ -  bachelor,ლეპტოპი,Macbook Air ,Macbook,8 gb,SSD  (სწრაფი),512 gb,unda moxdres teqnologiuri resursis mozieba da amis aste tu site ganvitareba diax diax asea es,ar daainteresot codoebi arian,3k-4k
236,10/13/2020 23:44:06,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,24-26,4-6 წელი,Front End Developer,Digital Ocean,Javascript,Vue,Git,არა,არ ვიყენებთ,არ მაქვს account,20-50,Both (Full time + Part Time),Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,240-300,5k-6k,არ უმოქმედია,50-60 %,2-2.5,დავამთავრე -  bachelor,ლეპტოპი,Macbook ,Macbook,16 gb,SSD  (სწრაფი),512 gb,,,3k-4k
237,10/10/2020 18:09:35,მეგობარმა გამომიგზავნა,მამრობითი,21-23,2-4 წელი,Full Stack Developer,AWS,Python,Django,Git,კი,არ უპასუხია,0-10,0-10,Part Time,არ უპასუხია,ქართული,ფინანსები,საქართველო,საქართველო,არა,160-200,10k-15k,არ უმოქმედია,90 - 100 %,1-1.5,მხოლოდ სკოლა,ორივე,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),512 gb,"რამე პიზდეცი კომპანია უნდა გაგვივარდეს საქართველოში, ერთიც საკმარისია.","უნარების ქულას და ჯიპიეის ნუ კითხავთ, ნურც განათლების ხარისხს. სადაც საქმე კეთდება, სამივე არარელევევანტურია.",3k-4k
238,10/10/2020 18:18:51,Sysadmins GE,მამრობითი,24-26,1-2 წელი,Back End Developer,არ ვიყენებ,Javascript,Express,Git,არა,Gitlab CI,0-10,0-10,Full Time,Office - Local Projects,ქართული,სამთავრობო ორგანიზაცია,საქართველო,საქართველო,არა,100-160,3k-4k,არ უმოქმედია,90 - 100 %,2.5-3,დავამთავრე -  bachelor,Desktop კომპიუტერი,Huawei Matebook,Huawei,16 gb,SSD  (სწრაფი),512 gb,,,2k-3k
239,10/10/2020 18:30:18,JavaScript Georgia,მამრობითი,24-26,0-1 წელი,Front End Developer,არ ვიყენებ,Javascript,არც ერთს,Git,კი,Jenkins,10-100,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-200,1000-1500,არ უმოქმედია,70-80 %,2.5-3,დავამთავრე -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,8 gb,SSD  (სწრაფი),4 tb,ხარისხიანი და ხელმისაწვდომი ბუთკემპებია საჭირო,"სკოლაში მტვერი რომ ადევს კომპიუტერებს, თუ ვინმე გამოიყენებს და მოსწავლეებს გააცნობს ამ სფეროს შეიძლება რამე შეიცვალოს",500-999
240,10/10/2020 18:35:36,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მდედრობითი,18-20,არ მაქვს,Data Scientist,არ ვიყენებ,Java,.NET,არ ვიყენებთ,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,არ ვარ დასაქმებული,არ უპასუხია,ქართული,არ უპასუხია,საქართველო,საქართველო,არ უპასუხია,160-240,1000-1500,არ უმოქმედია,50-60 %,4,ვსწავლობ -  bachelor,ლეპტოპი,არ უპასუხია,არ უპასუხია,4 gb,SSD  (სწრაფი),512 gb,,,არ უპასუხია
241,10/7/2020 23:27:24,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,21-23,4-6 წელი,ML Engineer,AWS,Python,PyTorch,Git,კი,Jenkins,არ მაქვს account,20-50,Both (Full time + Part Time),Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-240,15k-20k,"კი, გაიზარდა",90 - 100 %,2.5-3,ვსწავლობ -  bachelor,ლეპტოპი,Macbook ,Macbook,16 gb,SSD  (სწრაფი),512 gb,"მეტი კრიტიკა, ნაკლები ქება (ევოლუცია)",ვაჩვენოთ,3k-4k
242,10/12/2020 20:23:23,JavaScript Georgia,მამრობითი,24-26,6-9 წელი,Full Stack Developer,Heroku,Javascript,React,Git,არა,Circle CI,700-1000,20-50,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,ამერიკის შეერთებული შტატები,კი,100-160,20k-30k,არ უმოქმედია,90 - 100 %,3-3.5,ვსწავლობ - master,ლეპტოპი,Macbook Pro,Macbook,16 gb,SSD  (სწრაფი),1 tb,დაბალი გადასახადები,,20k-30k
243,10/10/2020 19:16:10,Sysadmins GE,მამრობითი,21-23,1-2 წელი,System Administrator,AWS,არ უპასუხია,არ უპასუხია,Git,არა,Jenkins,არ უპასუხია,არ უპასუხია,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,160-240,2k-3k,"კი, გაიზარდა",80-90 %,1.5-2,ვსწავლობ -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),256 gb,,,2k-3k
244,10/10/2020 20:54:44,JavaScript Georgia,მამრობითი,21-23,4-6 წელი,Full Stack Developer,Digital Ocean,Javascript,Vue,Git,კი,Gitlab CI,200-400,0-10,Full Time,Office -  International Projects,ქართული,გემბლინგი,საქართველო,საქართველო,კი,160-240,7k-10k,არ უმოქმედია,80-90 %,3-3.5,ვსწავლობ -  bachelor,ლეპტოპი,Macbook Pro,Macbook,16 gb,SSD  (სწრაფი),256 gb,"უნდა გაიზარდოს ხალხში ცნობადობა, ასევე მეტი ხარისხიანი გადამზადების პროგრამები",🤷‍♂️,7k-10k
245,10/10/2020 20:56:19,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,24-26,4-6 წელი,Full Stack Developer,Digital Ocean,TypeScript,Angular,Git,კი,Jenkins,10-100,10-20,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,ამერიკის შეერთებული შტატები,კი,160-240,10k-15k,არ უმოქმედია,60-70 %,3.8-3.9,ვსწავლობ - master,ლეპტოპი,Macbook Pro,Macbook,16 gb,SSD  (სწრაფი),512 gb,,,7k-10k
246,10/10/2020 21:26:43,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,21-23,4-6 წელი,Back End Developer,Digital Ocean,Javascript,Express,Git,არა,Gitlab CI,0-10,0-10,Full Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,40-100,5k-6k,"კი, გაიზარდა",90 - 100 %,3.8-3.9,დავამთავრე -  bachelor,ლეპტოპი,Macbook Pro,Macbook,32 gb,SSD  (სწრაფი),1 tb,,,2k-3k
247,10/10/2020 21:59:14,მეგობარმა გამომიგზავნა,მამრობითი,30-34,12-15 წელი,Full Stack Developer,AWS,Java,Spring,Git,კი,Jenkins,1000-2000,10-20,Full Time,Remote  - International Projects,ინგლისური,ფინანსები,საქართველო,ამერიკის შეერთებული შტატები,კი,400+,არ უპასუხია,არ უმოქმედია,90 - 100 %,3-3.5,დავამთავრე - master,ლეპტოპი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),256 gb,,,არ უპასუხია
248,10/10/2020 10:29:37,Linkedin-ზე,მამრობითი,30-34,9-12 წელი,Full Stack Developer,არ ვიყენებ,C#,.NET Core,TFS,არა,Circle CI,არ მაქვს account,არ მაქვს account,Both (Full time + Part Time),Remote  - International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,ამერიკის შეერთებული შტატები,კი,160-240,20k-30k,არ უმოქმედია,40-50 %,4,დავამთავრე - master,ლეპტოპი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),512 gb,ბევრი რამ,აზრი არ აქ.. თავად უნდა დაინტერესდენ,20k-30k
249,10/10/2020 22:39:15,Linkedin-ზე,მდედრობითი,21-23,2-4 წელი,Back End Developer,არ ვიყენებ,Python,არც ერთს,Git,კი,Jenkins,არ მაქვს account,არ მაქვს account,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,160-200,1500-2000,"კი, გაიზარდა",60-70 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Lenovo Ideapad,Lenovo,8 gb,SSD  (სწრაფი),256 gb,,,1000-1499
250,10/8/2020 0:18:52,Linkedin-ზე,მამრობითი,21-23,1-2 წელი,Back End Developer,AZURE,C#,.NET Core,Git,არა,Azure Devops,არ მაქვს account,0-10,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,არა,240-300,7k-10k,არ უმოქმედია,50-60 %,0-0.5,მხოლოდ სკოლა,Desktop კომპიუტერი,PC ,PC,8 gb,SSD  (სწრაფი),256 gb,,,2k-3k
